1,-54439.31005,-54417.31679
2,-48457.54875,-48424.54967
3,-46329.32874,-46297.36151
4,-45713.39248,-45680.73889
5,-45332.28217,-45299.03408
6,-45094.30087,-45059.12243
7,-44928.48282,-44892.68694
8,-44806.21245,-44769.68699
9,-44720.66707,-44683.09813
10,-44654.2238,-44616.12636
11,-44588.26872,-44549.44196
12,-44536.49221,-44496.99349
13,-44492.21357,-44450.98773
14,-44452.65102,-44411.66271
15,-44426.21922,-44384.807
16,-44399.46166,-44356.23381
17,-44373.08543,-44330.0393
18,-44354.72203,-44311.52361
19,-44334.06235,-44288.76892
20,-44318.99697,-44272.76875
