1,-48728.94904,-48710.37485
2,-45809.36084,-45799.24456
3,-45223.32157,-45210.612
4,-44877.39618,-44858.45572
5,-44676.06329,-44650.99967
6,-44511.1595,-44481.10998
7,-44365.67459,-44331.99605
8,-44186.46449,-44149.19334
9,-43931.02954,-43893.21433
10,-43805.91017,-43769.6713
11,-43690.18841,-43651.14363
12,-43574.13487,-43532.30959
13,-43479.98919,-43433.49427
14,-43406.0645,-43360.15843
15,-43351.33652,-43305.30749
16,-43294.36908,-43247.92373
17,-43252.67863,-43205.65126
18,-43210.33405,-43163.45519
19,-43144.62306,-43096.35501
