1,-40279.898,-42988.80399
2,-39185.81741,-41057.04725
3,-38445.51419,-39936.5023
4,-38036.35358,-39335.78935
5,-37661.26794,-38766.49106
6,-37453.30707,-38430.4427
7,-37300.69477,-38157.76818
8,-37184.59282,-37955.4824
9,-37074.61402,-37755.45959
10,-36999.6064,-37591.70846
11,-36923.54274,-37459.33149
12,-36843.1319,-37330.76102
13,-36776.68583,-37221.45819
14,-36716.94288,-37126.0734
15,-36656.7431,-37017.42388
16,-36599.74657,-36922.20598
17,-36547.51722,-36842.21582
18,-36495.62255,-36766.04504
19,-36454.92676,-36701.28261
20,-36423.87114,-36640.26521
21,-36400.13032,-36592.86257
22,-36386.96256,-36560.77834
23,-36363.5886,-36519.24652
